,help_config_id,heuristic_value,empirical_voa,ci_low_95,ci_high_95,ci_low_90,ci_high_90,ci_low_80,ci_high_80,computation_time,env_instance_id
270,0,-0.006554143720892556,-6.418481507082633,-8.047350841993019,-4.639614723831294,-7.801803459090305,-4.8746207891568645,-7.5569141032057106,-5.256318624142536,6.334429740905762,8
271,1,-0.03242943060121418,-1.3801222951022778,-2.7256061559010574,-0.10338673642680643,-2.547859130459739,-0.26487385242354244,-2.3293333311380784,-0.5233600112092038,6.811771631240845,8
272,2,-0.0019459534991891558,-6.480176559221458,-7.974989703183201,-4.777752653298605,-7.740695231828439,-5.026099940568242,-7.493896394379928,-5.312851256178991,6.777042865753174,8
273,3,0.019095588789163898,-0.6070232918369378,-1.541617467044725,0.3463071108280748,-1.4015462222898785,0.19517633079868105,-1.2489436122874273,0.015294020341992643,6.788087368011475,8
274,4,0.004319608093304715,1.2663284591713377,-0.01608317616084182,2.5853078210429694,0.20810687225530275,2.3727190361886854,0.4417454235013195,2.1450789917518773,9.19907021522522,8
275,5,0.005669793618336537,-0.8629058396957542,-1.7168743611507076,-0.023868229806496156,-1.579161529862333,-0.12137721817319837,-1.3769144261928297,-0.24964324791573772,7.164629220962524,8
276,6,-0.0011804818116006041,0.24526264996655833,-0.6007239339981469,1.105147802403116,-0.44750585220476663,0.946349170937782,-0.27764823667089583,0.8300313937295777,6.899298191070557,8
277,7,-0.01465507448114339,3.5499466790372862,1.9394194715036972,5.10506962564341,2.141133763765098,4.874386916250035,2.4573163878270043,4.631023170508168,7.432617902755737,8
278,8,0.025337057286782226,-0.29674022207448375,-1.0824540262364883,0.5191965944147199,-0.9837015604042201,0.41121885585237955,-0.8518809976947138,0.2680200464806061,6.8268516063690186,8
279,9,-0.0002856314854719796,-5.36812345979448,-6.888781102744379,-3.948760775536911,-6.6508393536230415,-4.1568059811130125,-6.367396290103448,-4.390510678153383,6.886722087860107,8
280,10,-0.03699147602381045,-2.2708258396238654,-3.556797336936003,-1.024449671376464,-3.323881230114069,-1.2032216810959593,-3.0852308314762746,-1.4622172766490191,6.815676212310791,8
281,11,0.0008506698578585874,-5.469996808712644,-6.95041075744892,-4.010521976879732,-6.666257370762456,-4.216108358089678,-6.412699447803013,-4.492275867137597,6.7682435512542725,8
282,12,-0.020225062581604558,-2.3068020618149285,-3.5174901998632677,-1.1944151187174779,-3.34566282825072,-1.3324347263867775,-3.0949964477131457,-1.5734898249979483,6.6940436363220215,8
283,13,-0.00020605210310940643,-0.10090718983597188,-1.3833645043996756,1.3088916864935929,-1.1773579609847047,1.091073466089385,-0.9018239316403691,0.7867570163755281,6.676501750946045,8
284,14,0.031045664785757588,-2.724294211921071,-3.8709100290583924,-1.5672686154581383,-3.7085678017294943,-1.7753434987447416,-3.4234758652073034,-1.988363195491249,6.6481122970581055,8
285,15,-0.031103183738850005,-1.7089627375869854,-2.789990950566249,-0.6710747984573764,-2.5740888547730982,-0.8166043451087523,-2.3488851595225775,-0.9867397229593252,8.267143249511719,8
286,16,0.0023755525477223726,2.076404699845648,0.7614013021859807,3.3395352768419717,0.9878547878237709,3.1579957376618575,1.2182271866735024,2.9261012296908664,6.710155725479126,8
287,17,-0.008859763228998754,-1.4658375535784265,-2.3634306171621997,-0.4726933247615337,-2.2002936614849355,-0.6315829467916243,-2.024693843713453,-0.7902947529111808,6.719883680343628,8
288,18,-0.04016071185787033,0.15739572493019058,-0.6033971666825076,0.8806343770539687,-0.472468872336889,0.7784353689245564,-0.3460158846919758,0.6343837669257447,6.704262971878052,8
289,19,-0.020466600822826444,3.284190844696086,1.5405901378498073,4.908223954152574,1.8149291491951725,4.690889097068158,2.1499062387389443,4.384285194513831,6.686387538909912,8
290,20,0.004436513158366927,-0.41400947167696855,-1.138346816887915,0.34627649303994723,-1.0597989748216843,0.24486695727738675,-0.8721046853968751,0.11628609054148535,8.852536916732788,8
